Infant formula	Infant formula, NS as to form (Similac Expert Care for Diarrhea)	11720430	1.76
Infant formula	Infant formula, ready-to-feed (Similac Expert Care for Diarrhea)	11720431	1.76
Infant formula	Infant formula, NS as to form (Gerber Good Start Soy)	11720610	1.63
Infant formula	Infant formula, ready-to-feed (Gerber Good Start Soy)	11720611	1.63
Infant formula	Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Soy)	11720612	1.63
Infant formula	Infant formula, powder, made with water, NFS (Gerber Good Start Soy)	11720613	1.63
Infant formula	Infant formula, liquid concentrate, made with tap water (Gerber Good Start Soy)	11720614	1.63
Infant formula	Infant formula, liquid concentrate, made with plain bottled water (Gerber Good Start Soy)	11720615	1.63
Infant formula	Infant formula, liquid concentrate, made with baby water (Gerber Good Start Soy)	11720616	1.63
Infant formula	Infant formula, powder, made with tap water (Gerber Good Start Soy)	11720617	1.63
Infant formula	Infant formula, powder, made with plain bottled water (Gerber Good Start Soy)	11720618	1.63
Infant formula	Infant formula, powder, made with baby water (Gerber Good Start Soy)	11720619	1.63
Infant formula	Infant formula, NS as to form (Gerber Graduates Soy)	11720620	1.84
Infant formula	Infant formula, NS as to form (Store Brand Soy)	11720800	1.6
Infant formula	Infant formula, ready-to-feed (Store brand Soy)	11720801	1.6
Infant formula	Infant formula, liquid concentrate, made with water, NFS (Store Brand Soy)	11720802	1.6
Infant formula	Infant formula, powder, made with water, NFS (Store Brand Soy)	11720803	1.6
Infant formula	Infant formula, powder, made with tap water (Store Brand Soy)	11720807	1.6
Infant formula	Infant formula, powder, made with plain bottled water (Store Brand Soy)	11720808	1.6
Infant formula	Infant formula, powder, made with baby water (Store Brand Soy)	11720809	1.6
Infant formula	Infant formula, NS as to form (Enfamil Nutramigen)	11740310	1.8
Infant formula	Infant formula, ready-to-feed (Enfamil Nutramigen)	11740311	1.8
Infant formula	Infant formula, liquid concentrate, made with water, NFS (Enfamil Nutramigen)	11740312	1.8
Infant formula	Infant formula, powder, made with water, NFS (Enfamil Nutramigen)	11740313	1.8
Infant formula	Infant formula, NS as to form (PurAmino)	11740320	1.81
Infant formula	Infant formula, powder, made with water, NFS (PurAmino)	11740323	1.81
Infant formula	Infant formula, NS as to form (Enfamil Pregestimil)	11740400	1.81
Infant formula	Infant formula, ready-to-feed (Enfamil Pregestimil)	11740401	1.81
Infant formula	Infant formula, powder, made with water, NFS (Enfamil Pregestimil)	11740403	1.81
